Date,Goldpreis,Gold_ETF,Dollar_Index,SP500,Oil_Price,Wochentag
2022-03-23,1946.165,181.80999755859372,98.62000274658205,4456.240234375,114.93000030517578,Wednesday
2022-03-22,1919.735,179.36000061035156,98.48999786376952,4511.60986328125,111.76000213623048,Tuesday
2022-03-21,1935.715,180.6699981689453,98.5,4461.18017578125,112.12000274658205,Monday
2022-03-18,1920.58,179.3000030517578,98.2300033569336,4463.1201171875,104.6999969482422,Friday
2022-03-17,1944.155,180.88999938964844,98.01000213623048,4411.669921875,102.9800033569336,Thursday
2022-03-16,1927.165,180.00999450683594,98.37999725341795,4357.85986328125,95.04000091552734,Wednesday
2022-03-15,1918.175,178.88999938964844,99.06999969482422,4262.4501953125,96.44000244140624,Tuesday
2022-03-14,1952.25,182.3000030517578,99.05999755859376,4173.10986328125,103.01000213623048,Monday
2022-03-11,1988.64,185.08999633789065,99.12000274658205,4204.31005859375,109.33000183105467,Friday
2022-03-10,1995.56,186.3999938964844,98.51000213623048,4259.52001953125,106.0199966430664,Thursday
2022-03-09,1990.015,185.82000732421875,97.97000122070312,4277.8798828125,108.6999969482422,Wednesday
2022-03-08,2043.915,191.50999450683597,99.05999755859376,4170.7001953125,123.6999969482422,Tuesday
2022-03-07,1998.88,186.41000366210935,99.29000091552734,4201.08984375,119.4000015258789,Monday
2022-03-04,1970.285,183.67999267578125,98.6500015258789,4328.8701171875,115.68000030517578,Friday
2022-03-03,1934.96,180.8000030517578,97.79000091552734,4363.490234375,107.66999816894533,Thursday
2022-03-02,1928.87,179.72999572753906,97.38999938964844,4386.5400390625,110.5999984741211,Wednesday
2022-03-01,1942.39,181.6199951171875,97.41000366210938,4306.259765625,103.41000366210938,Tuesday
2022-02-28,1906.295,178.3800048828125,96.70999908447266,4373.93994140625,95.72000122070312,Monday
2022-02-25,1889.35,176.5500030517578,96.62000274658205,4384.64990234375,91.58999633789062,Friday
2022-02-24,1906.805,177.13999938964844,97.13999938964844,4288.7001953125,92.80999755859376,Thursday
2022-02-23,1910.81,178.2899932861328,96.19000244140624,4225.5,92.0999984741211,Wednesday
2022-02-22,1898.255,177.49000549316406,96.02999877929688,4304.759765625,92.3499984741211,Tuesday
2022-02-18,1898.16,177.1199951171875,96.04000091552734,4348.8701171875,91.06999969482422,Friday
2022-02-17,1900.09,177.25,95.8000030517578,4380.259765625,91.76000213623048,Thursday
2022-02-16,1869.99,174.86000061035156,95.6999969482422,4475.009765625,93.66000366210938,Wednesday
