Date,Goldpreis_am_Tag,Gold_ETF,Dollar_Index,SP500,Oil_Price
2023-06-30,1919.44,178.27000427246094,102.91000366210938,4450.3798828125,70.63999938964844
2023-06-29,1908.8,177.08999633789062,103.33999633789062,4396.43994140625,69.86000061035156
2023-06-28,1909.79,177.27999877929688,102.91000366210938,4376.85986328125,69.55999755859375
2023-06-27,1915.56,177.69000244140625,102.48999786376953,4378.41015625,67.69999694824219
2023-06-26,1922.58,178.50999450683594,102.69000244140625,4328.81982421875,69.37000274658203
2023-06-23,1921.24,178.1999969482422,102.9000015258789,4348.330078125,69.16000366210938
2023-06-22,1914.56,177.7100067138672,102.38999938964844,4381.89013671875,69.51000213623047
2023-06-21,1933.94,179.49000549316406,102.06999969482422,4365.68994140625,72.52999877929688
2023-06-20,1937.36,179.75,102.54000091552734,4388.7099609375,70.5
2023-06-16,1957.59,181.6300048828125,102.30000305175781,4409.58984375,71.77999877929688
2023-06-15,1958.32,181.91000366210938,102.12000274658203,4425.83984375,70.62000274658203
2023-06-14,1945.31,180.63999938964844,103.01000213623047,4372.58984375,68.2699966430664
2023-06-13,1944.0,180.5399932861328,103.33999633789062,4369.009765625,69.41999816894531
2023-06-12,1960.06,181.8800048828125,103.62999725341797,4338.93017578125,67.12000274658203
2023-06-09,1960.75,182.0399932861328,103.55999755859375,4298.85986328125,70.16999816894531
2023-06-08,1965.41,182.52999877929688,103.33999633789062,4293.93017578125,71.29000091552734
2023-06-07,1944.53,180.14999389648438,104.0999984741211,4267.52001953125,72.52999877929688
2023-06-06,1963.43,182.33999633789062,104.12999725341797,4283.85009765625,71.73999786376953
2023-06-05,1961.32,182.13999938964844,104.0,4273.7900390625,72.1500015258789
2023-06-02,1948.05,181.0500030517578,104.0199966430664,4282.3701171875,71.73999786376953
2023-06-01,1977.13,183.75999450683594,103.55999755859375,4221.02001953125,70.0999984741211
2023-05-31,1966.39,182.32000732421875,104.31999969482422,4179.830078125,68.08999633789062
2023-05-30,1958.62,182.0399932861328,104.16999816894531,4205.52001953125,69.45999908447266
2023-05-26,1946.84,180.9199981689453,104.20999908447266,4205.4501953125,72.66999816894531
2023-05-25,1940.58,180.1999969482422,104.20999908447266,4151.27978515625,71.83000183105469
2023-05-24,1959.85,181.9499969482422,103.88999938964844,4115.240234375,74.33999633789062
2023-05-23,1975.12,183.42999267578125,103.48999786376953,4145.580078125,72.91000366210938
2023-05-22,1969.89,183.2100067138672,103.19999694824219,4192.6298828125,71.98999786376953
2023-05-19,1977.75,183.63999938964844,103.19999694824219,4191.97998046875,71.55000305175781
2023-05-18,1958.49,181.83999633789062,103.58000183105469,4198.0498046875,71.86000061035156
2023-05-17,1982.84,184.22999572753906,102.87999725341797,4158.77001953125,72.83000183105469
2023-05-16,1989.76,184.8699951171875,102.55999755859375,4109.89990234375,70.86000061035156
2023-05-15,2014.49,187.2100067138672,102.43000030517578,4136.27978515625,71.11000061035156
2023-05-12,2011.04,186.80999755859375,102.68000030517578,4124.080078125,70.04000091552734
2023-05-11,2016.45,187.1300048828125,102.05999755859375,4130.6201171875,70.87000274658203
2023-05-10,2031.51,188.75,101.4800033569336,4137.64013671875,72.55999755859375
2023-05-09,2036.38,189.02000427246094,101.61000061035156,4119.169921875,73.70999908447266
2023-05-08,2021.385,187.69000244140625,101.37000274658203,4138.1201171875,73.16000366210938
2023-05-05,2016.79,187.4600067138672,101.20999908447266,4136.25,71.33999633789062
2023-05-04,2050.01,190.44000244140625,101.4000015258789,4061.219970703125,68.55999755859375
2023-05-03,2052.03,189.11000061035156,101.33999633789062,4090.75,68.5999984741211
2023-05-02,2016.0,187.52000427246094,101.95999908447266,4119.580078125,71.66000366210938
2023-05-01,1981.475,183.97000122070312,102.1500015258789,4167.8701171875,75.66000366210938
2023-04-28,1989.53,184.8000030517578,101.66999816894531,4169.47998046875,76.77999877929688
2023-04-27,1986.99,184.75,101.5,4135.35009765625,74.76000213623047
2023-04-26,1991.76,184.74000549316406,101.47000122070312,4055.989990234375,74.30000305175781
2023-04-25,2000.28,185.75,101.86000061035156,4071.6298828125,77.06999969482422
2023-04-24,1995.095,184.80999755859375,101.3499984741211,4137.0400390625,78.76000213623047
