,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
118,1809.375,1830.34,1814.06,1812.575,1811.27,1811.76,1803.59,1764.275,1731.43,1730.225,1752.485,1753.435,1779.34,1787.5,1786.31,1787.485,1779.07,1781.43,1804.885,1801.91
119,1830.34,1814.06,1812.575,1811.27,1811.76,1803.59,1764.275,1731.43,1730.225,1752.485,1753.435,1779.34,1787.5,1786.31,1787.485,1779.07,1781.43,1804.885,1801.91,1791.685
120,1814.06,1812.575,1811.27,1811.76,1803.59,1764.275,1731.43,1730.225,1752.485,1753.435,1779.34,1787.5,1786.31,1787.485,1779.07,1781.43,1804.885,1801.91,1791.685,1793.555
121,1812.575,1811.27,1811.76,1803.59,1764.275,1731.43,1730.225,1752.485,1753.435,1779.34,1787.5,1786.31,1787.485,1779.07,1781.43,1804.885,1801.91,1791.685,1793.555,1816.97
122,1811.27,1811.76,1803.59,1764.275,1731.43,1730.225,1752.485,1753.435,1779.34,1787.5,1786.31,1787.485,1779.07,1781.43,1804.885,1801.91,1791.685,1793.555,1816.97,1810.51
123,1811.76,1803.59,1764.275,1731.43,1730.225,1752.485,1753.435,1779.34,1787.5,1786.31,1787.485,1779.07,1781.43,1804.885,1801.91,1791.685,1793.555,1816.97,1810.51,1814.605
124,1803.59,1764.275,1731.43,1730.225,1752.485,1753.435,1779.34,1787.5,1786.31,1787.485,1779.07,1781.43,1804.885,1801.91,1791.685,1793.555,1816.97,1810.51,1814.605,1813.145
125,1764.275,1731.43,1730.225,1752.485,1753.435,1779.34,1787.5,1786.31,1787.485,1779.07,1781.43,1804.885,1801.91,1791.685,1793.555,1816.97,1810.51,1814.605,1813.145,1809.55
126,1731.43,1730.225,1752.485,1753.435,1779.34,1787.5,1786.31,1787.485,1779.07,1781.43,1804.885,1801.91,1791.685,1793.555,1816.97,1810.51,1814.605,1813.145,1809.55,1827.75
127,1730.225,1752.485,1753.435,1779.34,1787.5,1786.31,1787.485,1779.07,1781.43,1804.885,1801.91,1791.685,1793.555,1816.97,1810.51,1814.605,1813.145,1809.55,1827.75,1795.695
128,1752.485,1753.435,1779.34,1787.5,1786.31,1787.485,1779.07,1781.43,1804.885,1801.91,1791.685,1793.555,1816.97,1810.51,1814.605,1813.145,1809.55,1827.75,1795.695,1790.85
129,1753.435,1779.34,1787.5,1786.31,1787.485,1779.07,1781.43,1804.885,1801.91,1791.685,1793.555,1816.97,1810.51,1814.605,1813.145,1809.55,1827.75,1795.695,1790.85,1794.89
130,1779.34,1787.5,1786.31,1787.485,1779.07,1781.43,1804.885,1801.91,1791.685,1793.555,1816.97,1810.51,1814.605,1813.145,1809.55,1827.75,1795.695,1790.85,1794.89,1788.01
131,1787.5,1786.31,1787.485,1779.07,1781.43,1804.885,1801.91,1791.685,1793.555,1816.97,1810.51,1814.605,1813.145,1809.55,1827.75,1795.695,1790.85,1794.89,1788.01,1793.085
132,1786.31,1787.485,1779.07,1781.43,1804.885,1801.91,1791.685,1793.555,1816.97,1810.51,1814.605,1813.145,1809.55,1827.75,1795.695,1790.85,1794.89,1788.01,1793.085,1803.8
133,1787.485,1779.07,1781.43,1804.885,1801.91,1791.685,1793.555,1816.97,1810.51,1814.605,1813.145,1809.55,1827.75,1795.695,1790.85,1794.89,1788.01,1793.085,1803.8,1795.255
